University_uni,Faculty,Department,City,Type,Founded_Year_clean,University_clean,Stream,College Type,University_stream,Minimum Absolute Score,Minimum Percentage (%),Stream_Type
cairo university,Faculty of Oral and Dental Medicine,Oral Surgery,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Oral and Dental Medicine,Oral Surgery,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Oral and Dental Medicine,Oral Surgery,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Oral and Dental Medicine,Oral Surgery,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Oral and Dental Medicine,Oral Surgery,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Oral and Dental Medicine,Periodontology,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Oral and Dental Medicine,Periodontology,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Oral and Dental Medicine,Periodontology,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Oral and Dental Medicine,Periodontology,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Oral and Dental Medicine,Periodontology,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Veterinary Medicine,Anatomy,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Veterinary Medicine,Anatomy,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Veterinary Medicine,Anatomy,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Veterinary Medicine,Anatomy,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Veterinary Medicine,Anatomy,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Veterinary Medicine,Physiology,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Veterinary Medicine,Physiology,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Veterinary Medicine,Physiology,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Veterinary Medicine,Physiology,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Veterinary Medicine,Physiology,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Veterinary Medicine,Pathology,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Veterinary Medicine,Pathology,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Veterinary Medicine,Pathology,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Veterinary Medicine,Pathology,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Veterinary Medicine,Pathology,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Veterinary Medicine,Surgery,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Veterinary Medicine,Surgery,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Veterinary Medicine,Surgery,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Veterinary Medicine,Surgery,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Veterinary Medicine,Surgery,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Veterinary Medicine,Public Health,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Veterinary Medicine,Public Health,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Veterinary Medicine,Public Health,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Veterinary Medicine,Public Health,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Veterinary Medicine,Public Health,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Dar El-Ulum,Islamic Studies,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Dar El-Ulum,Islamic Studies,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Dar El-Ulum,Islamic Studies,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Dar El-Ulum,Islamic Studies,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Dar El-Ulum,Islamic Studies,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Dar El-Ulum,Arabic Language,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Dar El-Ulum,Arabic Language,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Dar El-Ulum,Arabic Language,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Dar El-Ulum,Arabic Language,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Dar El-Ulum,Arabic Language,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Dar El-Ulum,Quran Sciences,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Dar El-Ulum,Quran Sciences,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Dar El-Ulum,Quran Sciences,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Dar El-Ulum,Quran Sciences,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Dar El-Ulum,Quran Sciences,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Dar El-Ulum,Theology,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Dar El-Ulum,Theology,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Dar El-Ulum,Theology,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Dar El-Ulum,Theology,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Dar El-Ulum,Theology,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Kindergarten,Early Childhood Education,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Kindergarten,Early Childhood Education,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Kindergarten,Early Childhood Education,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Kindergarten,Early Childhood Education,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Kindergarten,Early Childhood Education,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Kindergarten,Child Psychology,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Kindergarten,Child Psychology,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Kindergarten,Child Psychology,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Kindergarten,Child Psychology,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Kindergarten,Child Psychology,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
cairo university,Faculty of Kindergarten,Curriculum Development,Giza,Public,1908,cairo university,Science-Math,Medicine (Medicine),Cairo University,398.5,97.2,Science
cairo university,Faculty of Kindergarten,Curriculum Development,Giza,Public,1908,cairo university,Science-Science,Medicine (Medicine),Cairo University,396.5,96.7,Science
cairo university,Faculty of Kindergarten,Curriculum Development,Giza,Public,1908,cairo university,Science-Science,Veterinary (Medicine Veterinary),Cairo University,360.0,87.8,Science
cairo university,Faculty of Kindergarten,Curriculum Development,Giza,Public,1908,cairo university,Literary,Law (),Cairo University,272.0,71.6,Literary
cairo university,Faculty of Kindergarten,Curriculum Development,Giza,Public,1908,cairo university,Literary,Media (),Cairo University,262.0,68.9,Literary
damietta university,Faculty of Medicine,Internal Medicine,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Medicine,Surgery,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Medicine,Pediatrics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Medicine,Obstetrics & Gynecology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Medicine,Pharmacology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Medicine,Anatomy,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Engineering,Civil Engineering,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Engineering,Mechanical Engineering,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Engineering,Electrical Engineering,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Engineering,Architecture,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Engineering,Computer Engineering,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Science,Mathematics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Science,Physics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Science,Chemistry,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Science,Geology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Science,Botany,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Science,Zoology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Agriculture,Agronomy,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Agriculture,Horticulture,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Agriculture,Animal Production,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Agriculture,Soil Science,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Agriculture,Plant Pathology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Commerce,Accounting,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Commerce,Business Administration,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Commerce,Economics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Commerce,Statistics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Law,Public Law,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Law,Private Law,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Law,International Law,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Law,Criminal Law,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Arts,English Language & Literature,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Arts,Arabic,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Arts,History,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Arts,Philosophy,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Arts,Psychology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Pharmacy,Pharmaceutical Chemistry,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Pharmacy,Pharmacology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Pharmacy,Pharmaceutics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Pharmacy,Microbiology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Computers and Information,Computer Science,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Computers and Information,Information Systems,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Computers and Information,Software Engineering,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Mass Communication,Journalism,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Mass Communication,Radio & TV,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Mass Communication,Public Relations,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Mass Communication,Advertising,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Nursing,Medical-Surgical Nursing,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Nursing,Pediatric Nursing,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Nursing,Psychiatric Nursing,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Physiotherapy,Orthopedics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Physiotherapy,Neurology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Physiotherapy,Cardiopulmonary,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Physiotherapy,Pediatrics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Oral and Dental Medicine,Orthodontics,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Oral and Dental Medicine,Oral Surgery,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Oral and Dental Medicine,Periodontology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Veterinary Medicine,Anatomy,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Veterinary Medicine,Physiology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Veterinary Medicine,Pathology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Veterinary Medicine,Surgery,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Veterinary Medicine,Public Health,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Dar El-Ulum,Islamic Studies,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Dar El-Ulum,Arabic Language,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Dar El-Ulum,Quran Sciences,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Dar El-Ulum,Theology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Kindergarten,Early Childhood Education,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Kindergarten,Child Psychology,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
damietta university,Faculty of Kindergarten,Curriculum Development,Damietta,Public,2012,damietta university,Literary,Education (),Damietta University,238.0,62.6,Literary
fayoum university,Faculty of Medicine,Internal Medicine,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Medicine,Surgery,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Medicine,Pediatrics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Medicine,Obstetrics & Gynecology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Medicine,Pharmacology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Medicine,Anatomy,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Engineering,Civil Engineering,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Engineering,Mechanical Engineering,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Engineering,Electrical Engineering,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Engineering,Architecture,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Engineering,Computer Engineering,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Science,Mathematics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Science,Physics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Science,Chemistry,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Science,Geology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Science,Botany,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Science,Zoology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Agriculture,Agronomy,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Agriculture,Horticulture,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Agriculture,Animal Production,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Agriculture,Soil Science,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Agriculture,Plant Pathology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Commerce,Accounting,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Commerce,Business Administration,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Commerce,Economics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Commerce,Statistics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Law,Public Law,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Law,Private Law,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Law,International Law,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Law,Criminal Law,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Arts,English Language & Literature,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Arts,Arabic,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Arts,History,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Arts,Philosophy,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Arts,Psychology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Pharmacy,Pharmaceutical Chemistry,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Pharmacy,Pharmacology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Pharmacy,Pharmaceutics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Pharmacy,Microbiology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Computers and Information,Computer Science,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Computers and Information,Information Systems,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Computers and Information,Software Engineering,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Mass Communication,Journalism,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Mass Communication,Radio & TV,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Mass Communication,Public Relations,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Mass Communication,Advertising,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Nursing,Medical-Surgical Nursing,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Nursing,Pediatric Nursing,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Nursing,Psychiatric Nursing,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Physiotherapy,Orthopedics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Physiotherapy,Neurology,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Physiotherapy,Cardiopulmonary,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Physiotherapy,Pediatrics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Oral and Dental Medicine,Conservative Dentistry,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Oral and Dental Medicine,Orthodontics,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
fayoum university,Faculty of Oral and Dental Medicine,Oral Surgery,Faiyum,Public,2005,fayoum university,Science-Math,Agriculture (Agriculture),Fayoum University,308.0,75.1,Science
